secID,ticker,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating
"600606.XSHG","600606","XSHG",1,"主板","CNY","金丰投资","上海金丰投资股份有限公司","L","1992-03-27",,"A","沪深A股","CHN",1112,518320089,518320089,518320089,"上海市浦东新区雪野路928号11楼","新型建材、楼宇设备的研制、开发、生产、销售,住宅及基础设施配套建设,环境绿化包装,实业投资,房地产开发经营、租赁、置换、咨询,建筑设计装潢,休闲服务,国内贸易(除专项规定外),房地产经纪(上述经营范围涉及许可经营的凭许可证经营)。"
"600608.XSHG","600608","XSHG",1,"主板","CNY","上海科技","上海宽频科技股份有限公司","L","1992-03-27",,"A","沪深A股","CHN",1114,328861441,318371441,318371441,"上海市闸北区江场西路299弄1号楼1601室","对高新技术产业投资，实业投资，投资管理，技术服务，技术培训，电子及通信设备，计算机信息工程，多媒体呼叫设备的研制、生产、销售，集成电路设计与销售，智能社区网络，钢管及金属型材，波纹管及异型钢管延伸品，自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品及技术除外（涉及许可经营的凭许可证经营）。"
"600609.XSHG","600609","XSHG",1,"主板","CNY","金杯汽车","金杯汽车股份有限公司","L","1992-07-24",,"A","沪深A股","CHN",1115,1092667132,1092667132,1092667132,"辽宁省沈阳市沈河区万柳塘路38号","一般经营范围：汽车及配件制造，汽车相关技术开发、技术咨询、技术转让；产业投资（法律法规禁止及应经审批而未获批准的项目除外）。"
"600610.XSHG","600610","XSHG",1,"主板","CNY","*ST中毅","上海中毅达股份有限公司","L","1992-08-05",,"A","沪深A股","CHN",1116,1071274605,468471373,108111373,"上海市长阳路1687号","生产纺织机械及与纺织机械有关的器材、通用机械、电器电子产品、粉末冶金制品、环保装备、电机、电器成套装置及相关专用工具，计算机软硬件的开发，并提供相关环保产品、设备的修理和技术咨询服务，销售自产产品，物业管理及停车场库经营，市内货物运输（涉及许可经营的凭许可证经营）。"
"600611.XSHG","600611","XSHG",1,"主板","CNY","大众交通","大众交通(集团)股份有限公司","L","1992-08-07",,"A","沪深A股","CHN",1117,1576081909,1576081909,1042210909,"上海市徐汇区中山西路1515号大众大厦22楼","企业经营管理咨询、现代物流、交通运输及相关的车辆维修、洗车场、停车场、汽车旅馆业务（限分公司经营）、机动车驾驶员培训、会务服务、展览展示服务(主办、承办除外)、演艺票务代理、计算机、电子、汽车技术领域内的咨询服务；投资举办符合国家产业政策的企业（具体项目另行报批）（涉及许可经营的凭许可证经营）。"
"600612.XSHG","600612","XSHG",1,"主板","CNY","老凤祥","老凤祥股份有限公司","L","1992-08-14",,"A","沪深A股","CHN",1118,523117764,523117764,317109630,"上海市漕溪路270号六楼","生产经营金银制品、珠宝、钻石与相关产品及设备，工艺美术品(文物法规定的除外)、旅游工艺品与相关产品及原料，文教用品与相关原料及设备；从事上述商品的批发、零售、佣金代理(拍卖除外)及进出口业务；物业管理；典当、拍卖(只限已批准的子公司经营)；以独资、合资、合作经营形式投资兴办鼓励类、允许类企业(涉及行政许可的，凭许可证经营)。"
"600613.XSHG","600613","XSHG",1,"主板","CNY","神奇制药","上海神奇制药投资管理股份有限公司","L","1992-08-20",,"A","沪深A股","CHN",1119,445059690,193318198,147691823,"上海市威海路128号长发大厦613室","在国家法律允许和政策鼓励的范围内进行投资管理（以医药领域为主）。"
"600614.XSHG","600614","XSHG",1,"主板","CNY","鼎立股份","上海鼎立科技发展(集团)股份有限公司","L","1992-08-28",,"A","沪深A股","CHN",1120,766078366,567402596,446759546,"上海市杨浦区国权路39号财富广场(金座)18楼","在国家鼓励和允许的范围内进行投资（投资项目另行报批），研制、开发、生产销售计算机软件及配套系统，提供软件制作，软件售后服务及相关技术咨询服务，提供网络信息技术服务（不涉及增值电信）。以下业务限分支机构经营：新药科技开发、技术服务及技术转让，生物制药、保健品、化妆品及医疗器械等产品的研发及服务项目的信息咨询；房地产咨询及中介，仓储、物业开发及管理，自有房屋的出售和租赁；化工产品及化工原料（不含危险化学品），橡胶、胶带制品的开发、生产和设备制造，销售公司自产产品；餐饮管理（涉及许可经营的凭许可证经营）。"
"600615.XSHG","600615","XSHG",1,"主板","CNY","丰华股份","上海丰华(集团)股份有限公司","L","1992-09-10",,"A","沪深A股","CHN",1121,188020508,187624508,187624508,"上海市浦东新区浦建路76号由由国际广场901室","主要经营范围为房屋租赁，物业管理，酒店管理，实业投资管理等。"
"600616.XSHG","600616","XSHG",1,"主板","CNY","金枫酒业","上海金枫酒业股份有限公司","L","1992-09-29",,"A","沪深A股","CHN",1122,514619192,488037592,488037592,"上海市普陀区宁夏路777号(海棠大厦内)","食品销售管理（非实物方式），酒，仓储货运，租赁（房屋、场地），市外经贸委批准的出口业务，自营和代理各类商品及技术的进出口业务，但国家限定公司经营和国家禁止进出口的商品及技术除外；经营进料加工和\"三来一补\"业务，开展对销贸易和转口贸易（涉及行政许可的凭许可证经营）。"
"600617.XSHG","600617","XSHG",1,"主板","CNY","国新能源","山西省国新能源股份有限公司","L","1992-10-13",,"A","沪深A股","CHN",1123,593037466,197194800,132636360,"山西省太原市高新技术开发区中心街6号","生产销售聚酯切片，各种不同品种的合成纤维及深加工产品，以及以独资、合资或合作经营方式投资兴办企业。"
"600618.XSHG","600618","XSHG",1,"主板","CNY","氯碱化工","上海氯碱化工股份有限公司","L","1992-11-13",,"A","沪深A股","CHN",1124,1156399976,1156399976,749839976,"上海市闵行区龙吴路4747号","烧碱、氯、氢、氟和聚氯乙烯系列化工原料及加工产品；化工机械设备、生产用化学品、原辅材料、包装材料、储罐租赁及仓储。销售自产产品，及以上产品同类的商品的批发，佣金代理（拍卖除外），进出口，并提供相关配套服务（不涉及国营贸易管理商品，涉及配额、许可证、危险化学品及专项规定管理商品的，按照国家有关规定办理申请经营）。（涉及行政许可的凭许可证经营）。"
"600619.XSHG","600619","XSHG",1,"主板","CNY","海立股份","上海海立(集团)股份有限公司","L","1992-11-16",,"A","沪深A股","CHN",1125,667744115,602744115,318574507,"上海市浦东新区金桥出口加工区宁桥路888号","研发、生产制冷设备及零部件、汽车零部件、家用电器及相关的材料、机械、电子产品，集团内关联企业产品批发及进出口业务，并提供相关配套服务，投资举办其他企业（涉及许可经营的凭许可证经营）。"
"600620.XSHG","600620","XSHG",1,"主板","CNY","天宸股份","上海市天宸股份有限公司","L","1992-11-17",,"A","沪深A股","CHN",1126,457784742,457784742,457784742,"上海市长宁区仙霞路8号29楼","实业投资、信息网络安全产品开发、国内贸易（除专项规定）、房地产开发经营。"
"600621.XSHG","600621","XSHG",1,"主板","CNY","华鑫股份","上海华鑫股份有限公司","L","1992-12-02",,"A","沪深A股","CHN",1127,524082351,524082351,524082351,"上海市黄浦区福州路666号26楼","房地产开发经营，自有房屋租赁，物业管理，工程管理服务，建筑装修装饰工程，对高新技术产业投资，实业投资，投资管理，生产经营机电产品、网络设备、电力设备、建筑材料，提供相关服务，包括公共安全设施的设计、施工、安装诸方面业务；经营自产产品和相关技术的出口及内销，生产自需的原辅材料、设备等和相关技术的进口，承办“三来一补”。（企业经营涉及行政许可的，凭许可证件经营）。"
"600622.XSHG","600622","XSHG",1,"主板","CNY","嘉宝集团","上海嘉宝实业(集团)股份有限公司","L","1992-12-03",,"A","沪深A股","CHN",1128,514303802,514303802,514303802,"上海市嘉定区清河路55号","生产和制造电机、电器，实业投资，国内贸易（除专项规定），劳务服务，进出口业务（按外经贸委批件执行），房地产开发经营，自有房屋租赁。"
"600623.XSHG","600623","XSHG",1,"主板","CNY","双钱股份","双钱集团股份有限公司","L","1992-12-04",,"A","沪深A股","CHN",1129,889467722,889467722,646367722,"上海市虹口区吴淞路290号耀江国际广场办公大楼","轮胎、力车胎、胶鞋及其橡胶制品和前述产品的配件、橡胶原辅材料、橡胶机械、模具、轮胎橡胶制品钢丝（涉及许可经营的凭许可证经营），主要产品为轮胎。"
"600624.XSHG","600624","XSHG",1,"主板","CNY","复旦复华","上海复旦复华科技股份有限公司","L","1993-01-05",,"A","沪深A股","CHN",1130,405155035,345155035,345155035,"上海市国权路525号","电脑系统、通讯设备、自动化仪表、生物技术、光源照明等产品的研制及生产销售，经商务委批准的进出口业务，科技成果陈列，投资参股其它领域的生产产品及经营，“四技”和“三来一补”业务。"
"600626.XSHG","600626","XSHG",1,"主板","CNY","申达股份","上海申达股份有限公司","L","1993-01-07",,"A","沪深A股","CHN",1132,710242816,710242816,710242816,"上海市江宁路1500号申达国际大厦(近澳门路)","纺纱织布，两纱两布、各类纺织品服装、复制品及技术出口，生产所需原辅材料、设备及技术进出口、物业租赁，对外投资，技术咨询服务等；主要产品:以地毯为主的汽车配套装饰用品，以膜结构为代表的产业用布，以服装为主的纺织品出口；提供劳务主要内容为出口代理。"
"600628.XSHG","600628","XSHG",1,"主板","CNY","新世界","上海新世界股份有限公司","L","1993-01-19",,"A","沪深A股","CHN",1134,531799270,531799270,531799270,"上海市黄浦区南京西路2～88号","国内贸易（专项经营凭许可证），五万美元以上旅游商品小批量出口，摄影，娱乐服务，主办商场（限百货），商务办公房出租，自营和代理内销商品范围内商品的出口业务，自营本企业零售和自用商品的进口业务，经营进料加工和＂三来一补＂业务，经营对销贸易和转口贸易，调剂旧家电、旧相机、旧通讯器材业务，中成药的零售，黄金饰品销售、修理业务、以旧换新业务，理发店，本经营场所内从事卷烟、雪茄烟的零售，酒类（不含散装酒），医疗器械销售（详见许可证），音像制品零售，小型游乐场，验光配镜，眼镜及配件销售（除角膜接触镜及护理液），物业管理，销售：预包装食品（不含熟食卤味、含冷冻（冷藏）食品）、散装食品（不含熟食卤味、不含冷冻（冷藏）食品）；现制现售：软冰淇淋、果蔬汁、果蔬汁饮料、浓缩果蔬汁、含乳饮料、碳酸饮料、中式干点、面包、中西糕点，会展服务，广告设计、制作。"
"600629.XSHG","600629","XSHG",1,"主板","CNY","棱光实业","上海棱光实业股份有限公司","L","1993-02-09",,"A","沪深A股","CHN",1135,347999813,347999813,347999813,"上海市长宁区延安西路2558号2号楼","石英玻璃，电子仪表，半导体材料，工业气体销售、气体充装、气瓶检验，化工产品，机电产品，汽车货物运输，日用百货，针纺织品，进出口业务(按批文)，汽车配件，出租汽车业务，跨省市公路旅客运输，自有房屋出租，销售水泥制品，轻质建筑材料，石棉水泥制品，隔热和隔音材料，实业投资(涉及许可经营的凭许可证经营)。"
"600630.XSHG","600630","XSHG",1,"主板","CNY","龙头股份","上海龙头(集团)股份有限公司","L","1993-02-09",,"A","沪深A股","CHN",1136,424861597,424861597,424861597,"上海市制造局路584号A座4楼","1、纺织品生产及经营；2、实业投资；3、资产经营与管理；4、国内贸易(除专项规定)；5、自营和代理各类商品及技术的进出口业务（不另附进出口商品目录）， 但国家限定公司经营和国家禁止进出口的商品及技术除外；6、经营进料加工和\"三来一补\"业务，开展对销贸易和转口贸易；7、商务咨询；8、仓储；9、房地产开发和经营，自有房屋租赁，物业管理；10、计算机系统服务（除互联网上网业务）。企业经营涉及行政许可的，凭许可证件经营。"
"600633.XSHG","600633","XSHG",1,"主板","CNY","浙报传媒","浙报传媒集团股份有限公司","L","1993-03-04",,"A","沪深A股","CHN",1139,1188287590,1134071764,1134071764,"浙江省杭州市体育场路178号26-27楼","设计、制作、代理、发布国内各类广告，实业投资，新媒体技术开发，经营进出口业务，工艺美术品、文化用品、办公用品的销售，企业管理咨询，会展服务（上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目）。"
"600634.XSHG","600634","XSHG",1,"主板","CNY","中技控股","上海中技投资控股股份有限公司","L","1993-03-04",,"A","沪深A股","CHN",1140,575732081,397978691,397978691,"上海市杨浦区国权路39号金座21楼","实业投资，销售建筑材料，新型桩型专业领域内的“四技”服务，商务咨询（除经纪），自有设备租赁，自有房屋租赁，国内贸易（除专项规定），普通道路货物运输代理，仓储服务，装卸服务，房地产开发、经营及相关的物业管理，城市基础设施建设及运营，生产电子类产品及相关电子零部件，销售自产产品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。"
"600635.XSHG","600635","XSHG",1,"主板","CNY","大众公用","上海大众公用事业(集团)股份有限公司","L","1993-03-04",,"A","沪深A股","CHN",1141,1644869783,1644869783,1644869783,"上海市徐汇区中山西路1515号大众大厦8楼、9楼","实业投资，国内商业（除专项审批规定），资产重组，收购兼并及相关业务咨询，附设分支机构。【企业经营涉及行政许可的，凭许可证件经营】。"
"600636.XSHG","600636","XSHG",1,"主板","CNY","三爱富","上海三爱富新材料股份有限公司","L","1993-03-16",,"A","沪深A股","CHN",1142,381950571,381950571,381950571,"上海市漕溪路250号银海大楼A805室","有机氟材料及其制品、化工产品，上述产品所需的原辅材料及设备，在国内外开展技术咨询、转让、服务、培训、维修，有机氟材料分析测试，委托试制，储运，经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（不另附进出口商品目录），但国家限定公司经营和国家禁止进出口的商品及技术除外。经营进料加工和“三来一补”业务，开展对销贸易和转口贸易（涉及许可经营的凭许可证经营）。"
"600637.XSHG","600637","XSHG",1,"主板","CNY","百视通","百视通新媒体股份有限公司","L","1993-03-16",,"A","沪深A股","CHN",1143,1113736075,1113736075,1113736075,"上海市宜山路757号百视通大厦","电子、信息、网络产品的设计、研究、开发、委托加工、销售、维修、测试及服务，从事货物及技术的进出口业务，研究、开发、设计、建设、管理、维护多媒体互动网络系统及应用平台，从事计算机软硬件、系统集成、网络工程、通讯、机电工程设备、多媒体科技、文化广播影视专业领域内的技术开发、技术咨询、技术转让、技术服务，设计、制作、发布、代理各类广告，利用自有媒体发布广告，文化艺术交流策划，企业管理咨询，企业形象策划，市场营销策划，图文设计，文化广播电视工程设计与施工，机电工程承包及设计施工，信息系统集成服务，会展服务，计算机软件开发，文化用品批发与零售，自有房产租赁，实业投资。"
"600638.XSHG","600638","XSHG",1,"主板","CNY","新黄浦","上海新黄浦置业股份有限公司","L","1993-03-26",,"A","沪深A股","CHN",1144,561163988,561163988,561163988,"上海市北京东路668号西楼32层","房地产经营，旧危房改造，室内外建筑装潢，物业管理，房产咨询，机械设备安装（含维修），餐饮业，旅馆业；销售装潢材料、金属材料、木材、建筑材料、五金交电、百货、化工原料（除危险品）、电工器材、汽车配件。（以上范围涉及行政许可的，凭许可证件经营）。"
"600639.XSHG","600639","XSHG",1,"主板","CNY","浦东金桥","上海金桥出口加工区开发股份有限公司","L","1993-03-26",,"A","沪深A股","CHN",1145,928825040,928825040,656648850,"上海市浦东新区金桥路27号1号楼","在依法取得的地块上从事房地产开发、经营、销售、出租和中介（含侨汇、外汇房）；市政基础设施建设，工程承包和建筑装潢；保税仓库；服装、家电、食品、办公用品、日用百货的批发；转口贸易和各类咨询（涉及行政许可的凭许可证经营）。以下仓库运输、娱乐业、餐饮旅馆业、出租车等经营范围仅限分支机构。"
"600640.XSHG","600640","XSHG",1,"主板","CNY","号百控股","号百控股股份有限公司","L","1993-04-07",,"A","沪深A股","CHN",1146,535364544,206406254,206406254,"上海市江宁路1207号国脉大厦","实业投资、电子商务，网络信息、计算机技术领域内的技术开发、技术咨询、技术服务、技术转让，物业管理，酒店管理，商务信息咨询，票务代理，会展会务服务，旅游咨询（不得从事旅行社业务），设计、制作各类广告，利用自有媒体发布广告，海上、陆路、航空国际货运代理服务，日用百货，工艺品，电子产品，服装鞋帽，五金交电，针纺织品，文化、办公用品，体育用品，机电设备，通信设备及相关产品（除卫星地面接收装置）的批发与零售，第二类增值电信业务中的呼叫中心业务、因特网接入服务业务、信息服务业务（含移动信息服务，不含固定电话信息服务和互联网信息服务），经营方式：批发非实物方式；经营项目：预包装食品（不含熟食卤味、冷冻冷藏）【企业经营涉及行政许可的，凭许可证件经营】。"
"600641.XSHG","600641","XSHG",1,"主板","CNY","万业企业","上海万业企业股份有限公司","L","1993-04-07",,"A","沪深A股","CHN",1147,806158748,806158748,806158748,"上海市浦东新区浦东大道720号9层","实业投资、资产经营、房地产开发经营、国内贸易（除专项规定外）、钢材、木材、建筑材料、建筑五金。"
"600642.XSHG","600642","XSHG",1,"主板","CNY","申能股份","申能股份有限公司","L","1993-04-16",,"A","沪深A股","CHN",1148,4552038316,4552038316,4552038316,"上海市闵行区虹井路159号5楼","电力建设、能源、节能、资源综合利用及相关项目；与能源建设相关的原材料、高新技术和出口创汇项目的开发，投资和经营。"
"600643.XSHG","600643","XSHG",1,"主板","CNY","爱建股份","上海爱建股份有限公司","L","1993-04-26",,"A","沪深A股","CHN",1149,1105492188,817992120,817992120,"上海市零陵路599号","实业投资，投资管理，房地产开发、经营及咨询，外经贸部批准的进出口业务（按批文），商务咨询，（涉及行政许可的凭许可证经营）。"
"600644.XSHG","600644","XSHG",1,"主板","CNY","*ST乐电","乐山电力股份有限公司","L","1993-04-26",,"A","沪深A股","CHN",1150,538400659,326480131,326480131,"四川省乐山市市中区嘉定北路46号","电力设施承装、承修、承试（三级）（有效期至2020年1月23日）。地方电力开发、经营，本公司电力调度，房地产开发；销售输变电设备、电工器材、交流电动机、载波通信系统设备；公司管辖范围内发供电电能计量装置的检定、校准；电力工程勘察设计；限分公司经营住宿、中餐、卡拉OK歌舞、工艺美术品销售、干洗、糖、烟、酒零售。"
"600645.XSHG","600645","XSHG",1,"主板","CNY","中源协和","中源协和细胞基因工程股份有限公司","L","1993-05-04",,"A","沪深A股","CHN",1151,386255314,324862305,324862305,"天津市空港经济区东九道45号","生命科学技术开发、干细胞基因工程产业化、风险投资、投资理财、投资咨询，国内贸易；货物及技术的进出口（以上范围内国家有专营专项规定的按规定办理）。"
"600647.XSHG","600647","XSHG",1,"主板","CNY","同达创业","上海同达创业投资股份有限公司","L","1993-05-04",,"A","沪深A股","CHN",1153,139143550,139143550,139143550,"上海市浦东商城路660号乐凯大厦21楼","高新技术产业投资，实业投资及资产管理，房地产开发与经营，农业开发经营与国内贸易（除专项规定），食品及饮料的生产和销售，（上述经营范围涉及许可经营的凭许可证经营）。"
"600648.XSHG","600648","XSHG",1,"主板","CNY","外高桥","上海外高桥保税区开发股份有限公司","L","1993-05-04",,"A","沪深A股","CHN",1154,1135349124,1010780943,810223443,"上海市外高桥保税区杨高北路2001号","合法取得地块内的房地产经营开发，保税区内的转口贸易、保税仓储、国际货运代理业务、外商投资项目的咨询代理、国际经贸咨询、承办海运进出口货物的国际运输代理业务，包括：揽货、订舱、仓储、中转、集装箱拼装拆箱、结算运杂费、报关、报验、保险、相关的短途运输服务及咨询业务。"
"600649.XSHG","600649","XSHG",1,"主板","CNY","城投控股","上海城投控股股份有限公司","L","1993-05-18",,"A","沪深A股","CHN",1155,2987523518,2987523518,2987523518,"上海市吴淞路130号城投控股大厦19楼","实业投资、原水供应、自来水开发、污水治理，污水处理及输送，给排水设施运营、维修，给排水工程建设，机电设备制造与安装，技术开发咨询及服务，饮用水及设备，饮用水工程安装及咨询服务；房地产开发、经营、物业管理；环境及市政工程项目投资、环境科技产品开发，环境及市政工程设计、建设，投资咨询，营运管理，资源综合利用开发，卫生填埋处理，实业投资。本集团属公用事业行业。"
"600650.XSHG","600650","XSHG",1,"主板","CNY","锦江投资","上海锦江国际实业投资股份有限公司","L","1993-06-07",,"A","沪深A股","CHN",1156,551610107,551610107,390560075,"上海市延安东路100号联谊大厦28楼","车辆服务、旅游服务（非旅行社接待业务）、商务服务、宾馆、物业管理、俱乐部、商场（烟、酒）、办公用房出租、房地产开发经营、洗涤制衣、投资举办符合国家产业政策的项目（具体项目另行报批）。"
"600651.XSHG","600651","XSHG",1,"主板","CNY","飞乐音响","上海飞乐音响股份有限公司","L","1990-12-19",,"A","沪深A股","CHN",1157,985220002,739065311,739065311,"上海市嘉定区嘉新公路1001号","计算机网络技术、智能卡应用、多媒体通信及智能化系统集成等领域的软件、系统开发及四技服务，数码电子及家电、智能卡及终端设备、照明电器、灯具、各类电光源的制造、销售及技术服务，音响、电子、制冷设备、照明工程、音视频、制冷、安保电子网络系统工程(涉及专项审批按规定办)设计、安装、调试及技术服务，实业投资，公司及控股成员企业进出口业务(涉及许可证凭许可证经营)。"
"600652.XSHG","600652","XSHG",1,"主板","CNY","游久游戏","上海游久游戏股份有限公司","L","1990-12-19",,"A","沪深A股","CHN",1158,832703498,557002564,557002564,"上海市肇嘉浜路666号","对石油液化气行业、煤炭及清洁能源的投资，机电设备及四技服务、非专控通讯设备、计算机软硬件及网络设备、计算机系统及网络安装工程、金属、建筑、装潢材料、非危险品化工原料、百货、参与投资经营、附设分支。"
"600653.XSHG","600653","XSHG",1,"主板","CNY","申华控股","上海申华控股股份有限公司","L","1990-12-19",,"A","沪深A股","CHN",1159,1746380317,1746380317,1746380317,"上海市黄浦区宁波路一号","实业投资，兴办各类经济实体，国内商业（除专项审批规定），附设各类分支机构，中华品牌、金杯品牌汽车销售，汽车配件销售，项目投资，投资控股，资产重组，收购兼并及相关业务咨询（上述经营范围设计审批或许可经营的凭批件和许可证经营）。"
"600654.XSHG","600654","XSHG",1,"主板","CNY","中安消","中安消股份有限公司","L","1990-12-19",,"A","沪深A股","CHN",1160,1283020992,755043154,755043154,"上海市闸北区永和路398号","投资高新技术企业，实业投资，有、无线通信设备和信息网络，电子元器件，成套音响系统，电子材料及专用设备的制造，仪器仪表及工程安装，工程服务，经营本公司自产以及外经贸部批准的产品及相关技术的进出口业务，生产自需的原辅材料、设备等和相关技术的进口，承办“三来一补”(以上涉及许可经营的凭许可证经营)。公司主要产品(或劳务)包括：汽车电子、线束、电子材料、无线电电力用电管理系统、无线通信设备等。"
"600655.XSHG","600655","XSHG",1,"主板","CNY","豫园商城","上海豫园旅游商城股份有限公司","L","1992-09-02",,"A","沪深A股","CHN",1161,1437321976,1437321976,1437321976,"上海市黄浦区方浜中路269号","生产、批发、零售金银饰品、铂金饰品、钻石饰品，珠宝玉器的销售，工艺美术品，烟，食品销售管理（非实物方式）、餐饮管理（非实物方式）；食堂（不含熟食卤味），百货，五金交电，化工原料及产品（除专项规定），金属材料，建筑装潢材料，家具，特色商品，自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止出口的商品及技术除外）经营进料加工和“三来一补”业务、经营转口贸易和对销贸易，托运业务，互联网信息服务（不包括新闻、出版、教育、医疗保健、药品和医疗器械的互联网信息内容和互联网电子公告服务），房产开发，物业管理。"
"600656.XSHG","600656","XSHG",1,"主板","CNY","*ST博元","珠海市博元投资股份有限公司","L","1990-12-19",,"A","沪深A股","CHN",1162,190343678,190328337,190328337,"广东省珠海市香洲区人民西路291号日荣大厦8楼806室","创业投资、投资咨询与管理、实业投资、商业的批发零售（以上不含许可经营项目）。"
"600657.XSHG","600657","XSHG",1,"主板","CNY","信达地产","信达地产股份有限公司","L","1993-05-24",,"A","沪深A股","CHN",1163,1524260442,1524260442,1524260442,"北京市海淀区中关村南大街甲18号北京国际大厦C座16层","房地产开发、经营、投资及物业管理（以公司登记机关核准的为准）。"
"600658.XSHG","600658","XSHG",1,"主板","CNY","电子城","北京电子城投资开发股份有限公司","L","1993-05-24",,"A","沪深A股","CHN",1164,580097402,580097402,580097402,"北京市朝阳区酒仙桥北路甲10号院205楼6层(电子城IT产业园B5楼6层)","一般经营项目：投资及投资管理；房地产开发及商品房销售；物业管理；高新技术成果（企业）的孵化；销售五金交电、建筑材料；货物进出口、技术进出口、代理进出口；信息咨询（未经专项审批项目不得经营）；房地产经纪业务。"
"600660.XSHG","600660","XSHG",1,"主板","CNY","福耀玻璃","福耀玻璃工业集团股份有限公司","L","1993-06-10",,"A","沪深A股","CHN",1166,2442665932,2442665932,2002986332,"福建省福州市福清市福耀工业村II区","生产汽车安全玻璃、装饰玻璃和其它工业技术玻璃及玻璃安装，售后服务。生产及销售玻璃塑胶包边总成、塑料、橡胶制品。包装木料加工。开发和生产经营特种优质浮法玻璃，包括超薄玻璃、薄玻璃、透明玻璃、着色彩色玻璃。统一协调管理集团内各成员公司的经营活动和代购代销成员公司的原辅材料和产品。协助所属企业招聘人员并提供技术培训及咨询等有关业务。"
"600661.XSHG","600661","XSHG",1,"主板","CNY","新南洋","上海新南洋股份有限公司","L","1993-06-14",,"A","沪深A股","CHN",1167,259076526,173676825,173676825,"上海市番禺路667号六楼","高新技术产品的生产和销售；教育产业投资，技工贸一体化服务，经营高新技术工业园区，技术咨询、转让、服务，投资入股，兴办实体，人员培训，生活服务，自有房屋和仪器设备租赁，化工产品（除危险品外），金属材料，自营和代理各类商品及技术的进出口业务（不另附进出口商品目录），但国家限定公司经营和国家禁止进出口的商品及技术除外。经营进料加工和“三来一补”业务，开展对销贸易和转口贸易。"
"600662.XSHG","600662","XSHG",1,"主板","CNY","强生控股","上海强生控股股份有限公司","L","1993-06-14",,"A","沪深A股","CHN",1168,1053362191,1053362191,1053362191,"上海市南京西路920号南泰大厦","汽车出租、专线车营运、道路客运(跨省市)、本单位货运、汽车修理、有(黑)色金属，汽配件，日用百货，服装鞋帽，仪器仪表，五金机械，机电设备，建筑装潢材料，家电交电，农副产品，粮油(限零售)，票务代理(凭许可证经营)。"
"600663.XSHG","600663","XSHG",1,"主板","CNY","陆家嘴","上海陆家嘴金融贸易区开发股份有限公司","L","1993-06-28",,"A","沪深A股","CHN",1169,1867684000,1867684000,1358084000,"上海市浦东新区峨山路101号1号楼","房地产开发、经营、销售、出租和中介；市政基础设施的开发建设（涉及许可经营的凭许可证经营）。"
"600664.XSHG","600664","XSHG",1,"主板","CNY","哈药股份","哈药集团股份有限公司","L","1993-06-29",,"A","沪深A股","CHN",1170,1917483289,1917483289,1917483289,"黑龙江省哈尔滨市群力新区群力大道1号","（1）许可经营项目：按直销经营许可证从事直销。（2）一般经营项目：购销化工原料及产品（不含危险品、剧毒品），按外经贸部核准的范围从事进出口业务；以下仅限分支机构：医疗器械、制药机械制造（国家有专项规定的除外）、医药商业及药品制造、纯净水、饮料、淀粉、饲料添加剂、食品、化妆品制造、包装、印刷；生产阿维菌素原药；以下仅限分支机构经营：保健食品、日用化学品的生产和销售。"
"600665.XSHG","600665","XSHG",1,"主板","CNY","天地源","天地源股份有限公司","L","1993-07-09",,"A","沪深A股","CHN",1171,864122521,864122521,864122521,"陕西省西安市高新技术开发区科技路33号高新国际商务中心27层","房地产开发和经营，自有房屋租赁，物业管理，实业投资，资产管理，国内贸易（除专项规定），与经营相关的咨询业务（上述经营范围涉及许可经营的凭许可证经营）。"
"600666.XSHG","600666","XSHG",1,"主板","CNY","西南药业","西南药业股份有限公司","L","1993-07-12",,"A","沪深A股","CHN",1172,290146298,290146298,290146298,"重庆市沙坪坝区天星桥21号","生产、销售（限本企业自产）片剂（含青霉素类、头孢菌素类、激素类）、胶囊剂（含青霉素类、头孢菌素类）、颗粒剂、粉针剂（青霉素类、头孢菌素类）、冻干粉针剂、大容量注射剂（多层共挤输液袋、玻璃输液瓶）、小容量注射剂（含激素类、抗肿瘤类）、口服溶液剂、糖浆剂、酊剂、软胶囊剂、滴丸剂（含外用）、原料药（扎来普隆、盐酸托烷司琼、盐酸西布曲明、双氯芬酸钾、利福昔明、那格列奈、辛伐他汀、盐酸伐昔洛韦、盐酸氟西汀、盐酸特比萘芬）、麻醉药品、精神药品、药品类易制毒化学品，销售化工原料（不含化学危险品）、包装材料。经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外（按资格证书核定的事项从事经营）。"
